,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,stiffness_value
0,-22.29295383341815,-1.6006912938454467,0.33060175429046235,-0.013733771255692195,0.09018332598112005,0.02096867259457791,0.03141405462361213,-0.5688960550174254,0.04559394629261242,-0.4974823523996336,-0.22819676594889693,0.2342540620145313,-0.0630961926831205,-0.04562810102299844,0.018867101903006334,81.79532405353136
1,-21.826742037977596,-1.6226911628824805,0.3252959041281261,-0.0009682997419378642,0.1066133129111893,0.02951221657618175,0.023780874567366078,-0.5431005268346565,0.004860191968788591,-0.4923593179483207,-0.20924347141883226,0.21918351328217803,-0.055818593487919066,-0.04981079710212191,0.01825013760963995,78.72948831977088
2,-21.282699776515713,-1.6052821440156322,0.31619664188541,-0.023317521987469572,0.07126618591835909,0.014223084700643623,0.028485170712532787,-0.564013641374306,0.02900600410217047,-0.5201155699718328,-0.19161674890615019,0.21165430250484724,-0.06103680893540597,-0.06403227667540534,0.03431548908389237,75.58519511822814
3,-20.712370450869326,-1.5818111139197912,0.328290265899824,-0.03758138314304231,0.07742612829707951,0.003088304886551041,0.01781510223386812,-0.5698057460548382,0.040555239191033154,-0.5176001006746036,-0.20509281850815958,0.2234557399773927,-0.06323603025177421,-0.03873788704280484,0.031049796171022104,73.45114816685745
4,-20.18435157753395,-1.6073531192892592,0.31549880063074975,-0.042819709753331436,0.06785927680172055,-0.010952496390918276,0.023726699819400454,-0.5577979905452073,0.06203991552352883,-0.5173731841593164,-0.21079471556088697,0.18029252043805807,-0.09497305758483032,-0.06677298502994841,0.02545257088940628,71.0097092854292
5,-19.58400088856716,-1.5949401930583469,0.3321001747711496,-0.013581100767432505,0.08838351651457865,0.013648953164805772,0.01538882325492777,-0.587350994783432,0.05022453688860147,-0.4947862641588087,-0.17604960660678465,0.1719804593463083,-0.0765790574172921,-0.024641257555389817,0.021768864162597212,68.69817953827142
6,-19.007799573205677,-1.6448210752657983,0.3132415371831239,0.006683900040487287,0.07734253130701496,0.013372516034986931,0.008187821798771588,-0.5477202055390796,0.01773226360900973,-0.4963094129579472,-0.2007636709692868,0.18031278670420542,-0.042559515969263884,-0.05181210963268171,0.00494350056723869,66.29353146137761
7,-18.395812596058278,-1.6536444330691191,0.3299899709423053,-0.008207335214083622,0.08400704302231826,0.012203498319733053,-0.0015551850691878505,-0.5361715294722829,0.03946179749754576,-0.4913636809219923,-0.1637675059649264,0.1782912616283918,-0.06740498669720277,-0.052894693408918,0.011647197059802439,63.85244931411519
8,-17.730266510223963,-1.6294786567443833,0.3234126906180297,-0.001964527219579265,0.10369535378260727,0.033724500235413735,0.022821478786160837,-0.5208027452982162,0.03171187586065213,-0.511462319264143,-0.18631067805573423,0.17544259592911232,-0.0764256542091046,-0.04285562914570462,0.02396767252745008,61.46671620701733
9,-17.062091604620015,-1.6245177033249658,0.3089716872435302,-0.04580575540421953,0.10683867308028017,0.004633225121300266,-0.003227681534858376,-0.5253336238853137,-0.0017268095747726003,-0.4553836162552122,-0.1920836260268134,0.19460521764572686,-0.0865491732163075,-0.04843909034133986,0.027474607398399825,60.45866125050452
10,-16.402812758525165,-1.6421458469668884,0.32850670631210255,-0.031579288120042216,0.08600183970785269,0.007592632340746225,0.02126859064078601,-0.5410267239427713,0.010530370359917218,-0.4695694952283794,-0.19890240483030708,0.18373830323779788,-0.07732277144442731,-0.020414682980814697,0.02720168831205033,57.804130783567
11,-15.696699262077038,-1.6406735269848294,0.33446480932542677,-0.028481359973997186,0.08807539971981561,0.04212773397873473,0.012027117305787552,-0.5201861964574572,0.04903522989273998,-0.47638521494840913,-0.2006532811733086,0.16174728537451472,-0.0726104111791796,-0.054956508544211594,-0.005950966532813101,56.01897973612369
12,-14.981358347468866,-1.6467433400422113,0.3125102885751182,-0.05062538613971276,0.08286269008071166,-0.00988092906031926,0.03166904258307403,-0.5445354394274249,0.02905468035456349,-0.45246098014156516,-0.16258437306713117,0.166819473586306,-0.08238439918149931,-0.03146430777613016,0.011263044812943546,53.04255109532689
13,-14.264055553316515,-1.6307208279941348,0.3329865342478957,-0.03985184091036417,0.0923401041011662,0.009220243134700962,0.050202110200550515,-0.492590253857352,0.04405326996781794,-0.45844946386925495,-0.1553478416042518,0.15513333282217345,-0.06279241486822382,-0.03335533851556449,0.026310697343771144,50.64191312303686
14,-13.465887475065989,-1.6955617875008486,0.2945563456489763,0.012189995951462931,0.0941730672130372,0.025162478535694394,0.027624545862571542,-0.5557467093560126,0.0550719758267868,-0.4662113493201435,-0.1751583415060484,0.16005302972633406,-0.06253427759707403,-0.05857506122712812,0.0253135655277342,49.092681350217525
15,-12.676968297761277,-1.666502146158901,0.34572107532471696,-0.018031680010716533,0.07842783768011746,0.02766384570213086,0.024704459767576223,-0.5204267785581628,0.04840280149215062,-0.48255551979247724,-0.1891823113043388,0.1639078737341001,-0.0897794184519754,-0.02908716236139526,0.03771200480206807,48.08422277842775
16,-11.861641526440096,-1.6662437137331725,0.30424096629498715,0.004724169078182461,0.1151054574543805,0.05668737008799382,0.03663788407049841,-0.5159411024107611,0.014708943911776129,-0.4599291259816653,-0.19230597806350244,0.15007113957570284,-0.08883987672214175,-0.04833893405223472,0.03410036612292121,46.194749079618575
17,-11.024198116540681,-1.6156131706035182,0.32518995917632404,0.03384555130557585,0.09167424469815413,0.03381763191211962,0.005336662430098921,-0.5256799675689955,0.06880637754389675,-0.45129336986158014,-0.1535175941286546,0.19434908659116196,-0.06157321571484581,-0.06410375759492594,0.012022866853764747,43.85236938502058
18,-10.234363867801726,-1.6333313712836905,0.29919216459840675,-0.0433627904523977,0.06741097415515304,0.005689673165955728,0.030788871707576382,-0.5410256464168031,0.055679761224016605,-0.4543211864026171,-0.1450895652456212,0.14730727658540607,-0.0853138277991901,-0.03080152460920306,0.026045760213626576,41.79735692698034
19,-9.360136613303162,-1.678161962451817,0.3393744403396271,-0.034070564689403865,0.07400508493842556,-0.0013710364067811842,0.026313657058722476,-0.5279035682364499,0.04383068734404443,-0.45189265515208316,-0.15018788502722105,0.1339784432825018,-0.05397979870262584,-0.047119831932842256,0.03033689259490248,40.22745932479517
20,-8.467733230495309,-1.6742147879964722,0.3194256330546304,0.003839802482330495,0.08932636994251744,0.008814275599661095,0.008731474048137379,-0.5057368477298612,0.03612821965039329,-0.442319735433763,-0.1362120022269177,0.12703111485446056,-0.07116824065185146,-0.04976099523102854,-0.005606576186299311,38.669798053826305
21,-7.567761269836464,-1.68852734110068,0.30164550768889964,0.0007085523015241124,0.10157255490000673,-0.0071153354415837144,0.02688641653216583,-0.5234093807260252,0.03444879405570416,-0.45733155934171327,-0.10471279578271912,0.17121102226817028,-0.10801971449067177,-0.028630212219579412,0.044896096620832895,37.08239640821839
22,-6.6525161425436545,-1.69070701098951,0.3388766353283524,-0.03748896606144654,0.08130308240180462,0.005480168423540044,0.028233225695011396,-0.4870259354021504,0.07249274803834982,-0.5124574061926461,-0.167686924707717,0.1637945475664422,-0.08186353130326535,-0.04476059763237223,0.04136093652309774,35.60670182498021
23,-5.683563373597013,-1.6882588965501684,0.3294683916144449,-0.01960024558106917,0.07293729159552145,0.022236652604376912,0.04021999606844842,-0.5219401161183234,0.04698436284211368,-0.43921334092473774,-0.1520043657143456,0.13234810509159511,-0.07234689572122263,-0.030057194304976838,0.023633049842935128,33.320193119704186
24,-4.751453095623006,-1.7193450077968724,0.36456545957269487,-0.06497186259380489,0.08502386155929265,0.011714354770811015,0.020141836472453795,-0.48958219035775563,0.056896568693261124,-0.4898272551194932,-0.1500625460247265,0.14149349718795204,-0.09014652772864151,-0.04247774118622703,0.019925666012343354,33.18749388111834
25,-3.7516193582447293,-1.7355428856158754,0.33978705700426404,-0.02805056843422111,0.12303322139231204,0.03699765773199986,0.023071173082342383,-0.5509255578709539,-9.581302181558074e-05,-0.4531969377553615,-0.14446558988945785,0.15129281897405245,-0.07975392394255153,-0.032866356378583844,0.032213364240158096,31.398821377882687
26,-2.7870923713360876,-1.7324651698008566,0.2499929938092401,-0.014834235029799919,0.10141440450761795,0.007031581448707799,0.0030499088764021865,-0.5016943094198212,0.027165420998084604,-0.4646058692191912,-0.1545219796021027,0.09152172823470238,-0.040417520296681525,-0.060317409439666604,0.04147878017978232,29.175569459551742
27,-1.7380085677794648,-1.739254053094104,0.32752549040804046,-0.053789603641321106,0.09118726502828604,0.021153159698329236,0.03653237949951467,-0.5218554193698242,0.011000649924857806,-0.46674833575453056,-0.15653670662894004,0.15565887149934185,-0.04736131046714968,-0.047068721401079434,0.03259503077745176,28.293667242321447
28,-0.7037355644697111,-1.762923894685368,0.3359287482021995,-0.035957932881752384,0.08543051059837639,0.011068028596480125,0.01031635009338214,-0.4988817193754633,0.06054026835220741,-0.4647957667601194,-0.12761594623850975,0.1442729651151513,-0.06313793109036193,-0.03186517311931492,0.02218046320585319,27.04847366762932
29,0.3661906494529628,-1.7482077740122912,0.3326856218298517,-0.0040406070745218165,0.10310518553865476,0.017895994056353295,0.07342723096132625,-0.47063557329626104,0.03270298138747578,-0.43058085097427107,-0.13699906158320538,0.17259983511075935,-0.09989288990601007,-0.04868510370840659,0.020688417279690462,25.735609761455834
30,1.4224360919715815,-1.7800813943692981,0.33074190718799934,0.011698991620372752,0.13630754695567,-0.011672290189788125,0.057003452134180024,-0.49211081471260887,0.07911589988016564,-0.44721913991946566,-0.15932668344871512,0.16422365246087184,-0.0829615114706033,-0.037078943730854325,0.02970572156589462,24.63194400072179
31,2.5177439810365696,-1.8272429874104923,0.3208909925476408,-0.044925247376316174,0.07934530299015186,0.012982078509809349,0.022755741995637856,-0.49700069592260726,0.05819166028775524,-0.4338037048073613,-0.16570893811742762,0.12453805936758236,-0.05604603137510985,-0.04079706472717022,0.008295583269711151,23.292042716062532
32,3.6661193470527533,-1.8140176194975062,0.32063384442520304,-0.03501329716560003,0.10951671469408844,0.022361526892098353,0.05309786419432849,-0.494647737791137,-0.0036285497533850852,-0.4689642314974631,-0.12708687574970845,0.1649955789105055,-0.06662676011038114,-0.04219201836906522,0.03803224515895244,22.125584183417303
33,4.793823776579033,-1.8010846147313502,0.35595620008146833,-0.004879538820033624,0.09763851710534407,0.029257106407661757,0.0060400556093556795,-0.524497590370915,0.04629747096765948,-0.43923701770273627,-0.12761124544402722,0.11727353130675258,-0.1109135504658277,-0.01753252288795415,0.012724946694577063,21.55990904792986
34,6.013008830884994,-1.8168422137323135,0.31259519508448697,-0.02237131433948279,0.08196537496459229,0.0394458368440901,0.04445917327743097,-0.5062333685352745,0.039917495498263754,-0.48871966889174356,-0.1538592748389747,0.16479091727893397,-0.0996126710493164,-0.061600205897082816,0.011272698173078965,19.81626327690696
